user_id,signup_date,country,device_preference,subscriber_status
60,2024-07-08,USA,desktop,1
61,2021-02-13,India,mobile,0
62,2024-02-07,UK,desktop,0
63,2025-04-25,USA,desktop,0
64,2020-11-07,Canada,desktop,0
65,2020-07-15,Canada,mobile,1
66,2024-09-08,India,mobile,1
67,2023-11-18,UK,mobile,0
68,2022-01-15,Canada,mobile,0
69,2020-10-16,Canada,mobile,0
70,2025-02-25,Canada,desktop,0
71,2023-05-14,UK,mobile,0
72,2024-05-06,India,desktop,0
73,2023-06-12,USA,desktop,0
74,2022-03-09,UK,mobile,0
75,2024-09-01,UK,mobile,0
76,2025-10-10,India,mobile,0
77,2025-10-26,UK,mobile,0
78,2022-07-17,India,desktop,0
79,2025-08-18,USA,desktop,0
80,2024-03-12,Canada,desktop,0
81,2021-11-30,Canada,mobile,0
82,2021-07-11,UK,desktop,0
83,2023-02-07,Canada,mobile,0
84,2025-02-01,India,desktop,0
85,2023-11-28,Canada,mobile,0
86,2022-12-15,USA,mobile,1
87,2025-05-10,USA,mobile,0
88,2024-09-07,Canada,desktop,0
89,2022-09-25,Canada,mobile,0
90,2021-01-31,USA,desktop,0
91,2022-07-10,USA,mobile,0
92,2020-02-12,Canada,mobile,0
93,2025-06-07,Canada,desktop,1
94,2020-11-10,UK,mobile,0
95,2022-04-04,India,desktop,0
96,2022-01-27,Canada,mobile,0
97,2022-03-13,Canada,desktop,1
98,2024-11-20,India,desktop,0
99,2024-08-13,USA,mobile,1
100,2023-04-13,USA,desktop,0
101,2023-09-13,India,mobile,0
102,2021-08-30,Canada,mobile,0
103,2024-07-24,India,mobile,0
104,2023-06-24,USA,desktop,1
105,2023-12-25,USA,desktop,0
106,2024-07-16,India,mobile,1
107,2025-07-29,USA,mobile,0
108,2022-08-26,India,desktop,1
109,2023-01-13,UK,mobile,1
110,2024-09-08,Canada,desktop,0
111,2024-09-13,USA,desktop,0
112,2021-04-08,Canada,mobile,0
113,2021-10-14,Canada,desktop,0
114,2022-07-17,UK,desktop,1
115,2020-05-06,India,mobile,0
116,2025-09-07,USA,desktop,0
117,2022-07-16,India,mobile,0
118,2024-08-17,India,mobile,0
119,2025-11-21,USA,mobile,0
120,2021-11-24,USA,desktop,0
121,2021-09-14,India,mobile,0
122,2025-09-24,Canada,mobile,0
123,2022-03-29,UK,mobile,1
124,2024-07-25,USA,mobile,0
125,2025-09-26,USA,desktop,0
126,2020-06-30,India,desktop,0
127,2023-04-10,UK,desktop,0
128,2024-12-02,USA,mobile,0
129,2021-07-22,India,mobile,1
130,2025-01-02,USA,mobile,1
131,2021-12-31,Canada,mobile,0
132,2020-08-20,Canada,desktop,0
133,2024-07-08,USA,desktop,0
134,2024-11-29,India,desktop,0
135,2025-08-09,UK,mobile,0
136,2025-11-07,UK,desktop,0
137,2021-07-21,Canada,desktop,0
138,2021-08-04,India,mobile,0
139,2020-01-04,USA,desktop,0
140,2020-04-01,USA,desktop,0
141,2020-12-15,UK,mobile,0
142,2020-07-21,USA,mobile,0
143,2021-08-31,India,desktop,0
144,2020-03-12,USA,mobile,0
145,2022-02-24,Canada,desktop,0
146,2021-12-17,UK,desktop,0
147,2021-02-12,UK,desktop,1
148,2025-10-31,USA,desktop,0
149,2021-04-26,India,mobile,0
150,2024-06-10,India,mobile,0
151,2022-08-20,Canada,mobile,0
152,2024-03-22,India,desktop,0
153,2022-10-14,Canada,desktop,0
154,2020-10-08,Canada,mobile,0
155,2022-06-13,USA,mobile,0
156,2022-02-06,UK,mobile,1
157,2021-11-19,Canada,desktop,0
158,2021-04-04,USA,mobile,0
159,2022-07-08,UK,desktop,0
160,2020-05-22,Canada,desktop,1
161,2022-11-20,UK,mobile,0
162,2022-06-07,UK,mobile,1
163,2025-01-31,UK,mobile,0
164,2025-03-11,India,mobile,1
165,2025-08-07,UK,mobile,0
166,2022-02-28,UK,desktop,1
167,2020-01-05,India,desktop,0
168,2024-01-31,UK,desktop,1
169,2020-12-20,UK,desktop,0
170,2022-09-14,India,desktop,0
171,2025-03-03,India,mobile,0
172,2023-11-18,Canada,mobile,0
173,2025-06-22,UK,desktop,1
174,2020-06-19,India,desktop,0
175,2024-01-14,USA,desktop,0
176,2020-03-16,USA,desktop,0
177,2022-02-10,India,desktop,0
178,2022-03-10,Canada,desktop,0
179,2021-06-20,USA,mobile,1
180,2021-08-16,Canada,desktop,0
181,2023-12-17,UK,mobile,0
182,2020-05-19,USA,mobile,0
183,2022-04-11,USA,desktop,0
184,2020-04-25,USA,mobile,1
185,2023-08-11,UK,mobile,1
186,2022-03-09,USA,desktop,1
187,2024-01-05,Canada,desktop,0
188,2022-06-25,USA,desktop,0
189,2023-08-29,Canada,mobile,0
190,2020-01-02,UK,desktop,0
191,2023-12-04,UK,mobile,0
192,2022-06-18,Canada,desktop,0
193,2023-05-12,Canada,desktop,0
194,2025-04-19,Canada,mobile,0
195,2021-06-07,USA,desktop,1
196,2021-11-21,USA,desktop,0
197,2020-12-06,USA,mobile,0
198,2022-01-01,UK,mobile,0
199,2022-12-16,UK,mobile,0
200,2025-04-05,USA,mobile,0
201,2022-10-29,UK,desktop,1
202,2021-09-21,UK,mobile,0
203,2020-06-14,USA,mobile,0
204,2025-07-07,UK,mobile,0
205,2023-05-16,India,mobile,0
206,2021-04-17,Canada,mobile,0
207,2021-11-16,India,mobile,0
208,2022-05-20,UK,desktop,0
209,2024-10-22,Canada,desktop,0
210,2024-12-09,UK,mobile,0
211,2025-10-05,India,desktop,0
212,2024-06-17,India,mobile,0
213,2024-04-24,Canada,mobile,0
214,2025-03-19,UK,mobile,0
215,2021-05-16,UK,desktop,0
216,2021-01-26,India,mobile,1
217,2024-02-02,Canada,mobile,0
218,2020-06-07,UK,desktop,0
219,2022-02-17,USA,mobile,0
220,2025-01-05,Canada,mobile,1
221,2020-01-17,USA,desktop,0
222,2021-05-30,UK,mobile,0
223,2023-03-23,UK,mobile,0
224,2023-10-07,Canada,desktop,0
225,2024-06-21,Canada,desktop,0
226,2022-04-24,India,desktop,0
227,2021-05-21,USA,mobile,0
228,2025-11-22,India,desktop,0
229,2021-04-26,UK,mobile,0
230,2020-05-28,Canada,mobile,0
231,2025-04-23,UK,mobile,0
232,2021-02-21,India,desktop,0
233,2023-03-02,India,desktop,0
234,2022-12-21,UK,mobile,0
235,2024-04-03,UK,mobile,0
236,2022-02-18,UK,desktop,0
237,2021-01-01,USA,desktop,0
238,2020-04-30,UK,desktop,0
239,2021-10-08,Canada,desktop,1
240,2020-02-01,India,mobile,1
241,2021-04-27,Canada,desktop,1
242,2020-01-07,UK,desktop,1
243,2024-06-13,USA,mobile,0
244,2025-11-07,Canada,desktop,1
245,2021-03-31,USA,mobile,1
246,2025-01-14,Canada,desktop,0
247,2022-01-13,USA,mobile,0
248,2020-05-13,India,mobile,0
249,2020-02-14,UK,mobile,0
250,2023-07-27,Canada,desktop,0
251,2024-04-02,UK,desktop,1
252,2020-07-31,India,desktop,0
253,2025-08-11,India,desktop,0
254,2024-03-25,UK,mobile,1
255,2020-05-04,India,desktop,0
256,2021-12-22,UK,mobile,1
257,2023-12-04,UK,desktop,0
258,2020-05-12,Canada,mobile,1
259,2024-03-25,UK,desktop,0
260,2020-05-21,USA,desktop,0
261,2021-10-19,UK,mobile,1
262,2022-04-04,USA,mobile,0
263,2022-01-10,USA,mobile,0
264,2022-01-02,USA,mobile,0
265,2021-07-23,UK,desktop,1
266,2020-07-28,India,mobile,0
267,2024-04-21,UK,mobile,0
268,2022-04-17,UK,mobile,1
269,2022-07-07,USA,desktop,0
270,2020-12-28,USA,mobile,0
271,2020-10-15,UK,desktop,1
272,2025-10-15,USA,desktop,0
273,2024-10-18,UK,desktop,0
274,2025-09-21,Canada,mobile,0
275,2022-08-30,Canada,desktop,1
276,2024-07-05,Canada,mobile,0
277,2025-03-07,Canada,mobile,0
278,2020-08-09,USA,mobile,0
279,2021-07-16,Canada,desktop,1
280,2024-02-29,Canada,mobile,0
281,2024-06-09,Canada,desktop,0
282,2021-09-10,UK,desktop,1
283,2021-08-03,India,desktop,1
284,2022-03-29,UK,mobile,0
285,2021-01-11,India,desktop,0
286,2024-01-02,India,mobile,0
287,2023-03-11,Canada,mobile,0
288,2021-04-10,UK,desktop,0
289,2023-01-25,Canada,mobile,1
290,2023-09-05,Canada,desktop,0
291,2022-05-03,USA,desktop,0
292,2022-08-09,USA,desktop,0
293,2022-03-05,USA,mobile,0
294,2022-06-17,USA,mobile,0
295,2022-09-09,USA,mobile,0
296,2022-12-31,USA,mobile,0
297,2025-05-17,UK,mobile,0
298,2023-08-10,India,desktop,0
299,2022-05-03,USA,mobile,0
300,2021-09-02,UK,mobile,0
301,2020-03-26,Canada,mobile,1
302,2025-02-03,USA,desktop,0
303,2025-03-11,USA,mobile,1
304,2022-01-05,India,desktop,1
305,2022-02-05,UK,mobile,0
306,2021-06-22,UK,mobile,0
307,2025-11-11,India,desktop,0
308,2024-05-22,USA,desktop,0
309,2023-05-25,USA,desktop,1
310,2021-05-23,India,mobile,1
311,2021-04-06,India,mobile,1
312,2025-11-17,India,mobile,0
313,2023-01-21,India,mobile,1
314,2025-08-23,USA,mobile,1
315,2022-06-03,USA,mobile,0
316,2025-09-21,India,mobile,1
317,2025-09-30,India,desktop,0
318,2020-12-24,India,mobile,0
319,2025-07-21,Canada,mobile,0
320,2022-07-07,UK,desktop,0
321,2022-09-10,USA,mobile,1
322,2024-02-17,USA,mobile,0
323,2020-09-01,UK,mobile,0
324,2021-09-25,UK,mobile,0
325,2025-12-21,USA,desktop,0
326,2022-04-05,UK,mobile,0
327,2020-11-07,Canada,desktop,0
328,2023-10-21,USA,desktop,0
329,2020-07-02,UK,desktop,0
330,2024-05-20,India,desktop,0
331,2023-08-19,UK,mobile,1
332,2025-06-22,India,desktop,0
333,2022-11-03,UK,mobile,0
334,2022-11-28,Canada,mobile,0
335,2022-03-01,USA,desktop,1
336,2023-06-27,Canada,desktop,1
337,2020-12-10,Canada,mobile,1
338,2021-11-28,Canada,mobile,0
339,2023-01-10,Canada,mobile,1
340,2023-06-10,Canada,mobile,0
341,2024-01-09,Canada,desktop,1
342,2023-06-29,UK,mobile,0
343,2022-09-21,Canada,desktop,0
344,2023-01-23,India,mobile,1
345,2022-03-13,India,mobile,0
346,2024-12-28,UK,desktop,1
347,2022-11-26,USA,mobile,0
348,2022-07-23,Canada,mobile,0
349,2020-09-05,Canada,mobile,0
350,2025-07-09,Canada,desktop,0
351,2020-07-10,UK,desktop,0
352,2022-01-12,USA,desktop,0
353,2025-03-18,India,mobile,0
354,2025-10-30,Canada,mobile,0
355,2024-01-29,USA,mobile,0
356,2021-09-08,India,desktop,0
357,2025-01-14,UK,mobile,1
358,2022-10-29,India,desktop,0
359,2021-11-29,Canada,desktop,1
360,2022-07-07,India,mobile,0
361,2022-01-02,UK,desktop,0
362,2023-05-29,Canada,mobile,0
363,2022-10-20,Canada,mobile,0
364,2022-03-29,Canada,desktop,1
365,2021-07-07,UK,mobile,0
366,2021-02-08,UK,mobile,0
367,2022-04-20,India,mobile,0
368,2020-03-19,Canada,desktop,0
369,2021-07-09,India,desktop,0
370,2023-07-16,India,desktop,1
371,2021-04-16,USA,mobile,0
372,2023-11-12,UK,desktop,1
373,2025-01-08,USA,mobile,0
374,2021-11-26,UK,desktop,1
375,2020-01-09,India,mobile,0
376,2024-07-26,USA,mobile,0
377,2023-10-03,USA,mobile,0
378,2023-05-11,USA,desktop,0
379,2022-06-17,Canada,mobile,0
380,2022-11-25,UK,desktop,0
381,2022-06-27,India,mobile,0
382,2024-05-29,Canada,mobile,0
383,2020-08-01,India,desktop,0
384,2021-08-04,Canada,mobile,0
385,2025-12-03,Canada,desktop,0
386,2022-02-18,UK,desktop,1
387,2020-06-02,USA,mobile,0
388,2020-12-15,UK,desktop,0
389,2021-05-15,USA,desktop,0
390,2023-06-19,UK,desktop,0
391,2021-06-22,India,desktop,0
392,2020-08-12,UK,desktop,0
393,2025-09-24,Canada,mobile,0
394,2024-09-03,USA,desktop,0
395,2020-03-30,UK,mobile,0
396,2025-02-02,USA,desktop,0
397,2022-11-28,USA,desktop,1
398,2024-10-18,USA,mobile,0
399,2024-12-30,Canada,desktop,0
400,2024-02-12,Canada,mobile,1
401,2022-01-21,Canada,desktop,0
402,2025-06-09,UK,desktop,0
403,2020-01-19,India,mobile,1
404,2024-02-05,Canada,mobile,0
405,2025-11-17,UK,desktop,0
406,2020-01-29,India,desktop,0
407,2021-05-16,India,mobile,0
408,2025-03-03,India,desktop,1
409,2025-02-15,India,desktop,0
410,2020-01-31,Canada,mobile,0
411,2025-03-28,Canada,desktop,0
412,2022-05-29,India,mobile,1
413,2023-02-28,USA,desktop,0
414,2023-01-02,Canada,mobile,0
415,2021-08-20,UK,mobile,0
416,2020-04-24,India,mobile,0
417,2022-11-12,USA,mobile,0
418,2021-03-11,Canada,mobile,0
419,2023-04-14,Canada,desktop,0
420,2025-04-21,UK,mobile,0
421,2023-06-17,India,desktop,0
422,2025-08-31,UK,desktop,0
423,2025-05-18,UK,desktop,0
424,2023-03-05,Canada,mobile,0
425,2021-07-28,Canada,desktop,0
426,2021-04-25,Canada,mobile,1
427,2024-01-06,Canada,mobile,0
428,2022-11-29,Canada,desktop,0
429,2020-12-28,Canada,desktop,0
430,2024-04-18,UK,mobile,0
431,2022-05-01,UK,desktop,1
432,2021-03-25,Canada,mobile,0
433,2025-07-26,India,mobile,0
434,2020-05-01,Canada,mobile,0
435,2024-07-02,Canada,mobile,0
436,2025-08-30,Canada,mobile,0
437,2022-07-16,Canada,desktop,0
438,2021-10-21,India,desktop,1
439,2025-10-19,USA,desktop,0
440,2024-05-12,USA,mobile,1
441,2023-06-19,UK,desktop,1
442,2020-05-15,India,desktop,0
443,2023-08-26,UK,desktop,0
444,2022-10-20,USA,mobile,0
445,2023-10-02,Canada,desktop,0
446,2023-09-26,Canada,desktop,0
447,2022-10-05,USA,desktop,0
448,2023-06-07,USA,mobile,1
449,2024-05-21,India,mobile,0
450,2022-04-06,USA,desktop,0
451,2023-11-14,Canada,mobile,0
452,2021-02-09,USA,desktop,0
453,2021-11-20,Canada,desktop,0
454,2022-01-16,USA,desktop,0
455,2024-11-27,UK,desktop,1
456,2021-04-11,UK,mobile,0
457,2022-03-31,Canada,mobile,1
458,2022-05-09,USA,mobile,0
459,2025-01-31,USA,desktop,0
460,2023-12-28,USA,mobile,0
461,2022-03-07,India,desktop,0
462,2022-12-01,Canada,mobile,0
463,2024-02-28,USA,mobile,0
464,2025-09-06,USA,mobile,0
465,2022-02-16,UK,desktop,0
466,2020-09-14,UK,desktop,0
467,2022-02-21,UK,desktop,0
468,2023-01-27,Canada,desktop,0
469,2025-05-25,UK,desktop,0
470,2021-05-31,Canada,desktop,0
471,2024-01-25,India,desktop,0
472,2022-08-17,Canada,desktop,0
473,2021-03-05,UK,mobile,1
474,2021-11-11,USA,desktop,0
475,2022-02-10,India,mobile,0
476,2024-06-22,India,mobile,1
477,2023-02-02,India,mobile,0
478,2021-01-03,USA,mobile,1
479,2020-12-12,UK,desktop,1
480,2024-08-29,India,desktop,1
481,2020-09-02,Canada,desktop,0
482,2021-04-22,India,mobile,0
483,2023-04-12,Canada,desktop,0
484,2023-02-03,UK,mobile,0
485,2020-03-21,India,desktop,0
486,2022-09-29,USA,desktop,0
487,2024-01-07,UK,mobile,0
488,2025-12-21,Canada,desktop,0
489,2023-12-19,Canada,desktop,0
490,2021-08-13,India,desktop,0
491,2023-06-10,USA,desktop,0
492,2021-07-24,USA,desktop,0
493,2020-12-27,Canada,desktop,1
494,2021-09-23,USA,desktop,0
495,2021-04-14,India,desktop,0
496,2022-08-22,Canada,mobile,0
497,2025-07-04,India,desktop,0
498,2022-12-30,USA,desktop,0
499,2025-01-13,India,mobile,0
500,2022-12-11,Canada,mobile,0
501,2025-01-16,USA,desktop,0
502,2023-01-19,UK,mobile,0
503,2020-08-13,UK,mobile,1
504,2022-11-17,Canada,mobile,1
505,2024-02-18,UK,desktop,0
506,2020-11-01,UK,desktop,1
507,2023-09-04,UK,desktop,1
508,2022-08-30,USA,mobile,0
509,2020-01-15,Canada,desktop,0
510,2020-09-07,UK,desktop,0
511,2025-08-10,India,desktop,0
512,2023-03-06,Canada,mobile,1
513,2025-12-27,UK,desktop,0
514,2020-07-02,Canada,mobile,0
515,2020-01-22,India,desktop,1
516,2021-08-10,Canada,desktop,0
517,2022-09-10,UK,desktop,0
518,2025-04-21,India,mobile,0
519,2021-04-09,UK,desktop,0
520,2022-09-13,USA,desktop,1
521,2022-01-20,India,mobile,1
522,2021-01-14,UK,mobile,0
523,2024-08-30,UK,mobile,1
524,2025-07-07,USA,mobile,0
525,2023-12-24,UK,mobile,1
526,2022-07-16,Canada,desktop,0
527,2024-09-28,Canada,mobile,0
528,2022-10-02,USA,mobile,1
529,2023-07-25,USA,desktop,0
530,2022-11-24,UK,desktop,0
531,2025-08-23,USA,mobile,1
532,2022-09-24,UK,mobile,0
533,2020-06-12,UK,desktop,0
534,2025-03-14,UK,mobile,0
535,2022-11-16,Canada,desktop,0
536,2022-08-31,UK,desktop,0
537,2024-04-13,UK,desktop,0
538,2023-02-06,USA,desktop,0
539,2022-03-29,UK,mobile,0
540,2024-06-16,Canada,desktop,1
541,2021-10-19,Canada,desktop,0
542,2021-05-07,Canada,mobile,0
543,2022-03-22,UK,mobile,1
544,2020-09-23,Canada,mobile,0
545,2020-05-18,UK,desktop,0
546,2024-05-01,USA,desktop,0
547,2023-02-19,USA,desktop,0
548,2023-10-20,Canada,mobile,0
549,2022-11-17,USA,desktop,0
550,2020-06-11,India,desktop,0
551,2022-10-20,India,desktop,0
552,2022-10-31,Canada,mobile,1
553,2023-12-28,Canada,desktop,0
554,2022-08-03,India,desktop,1
555,2025-10-12,Canada,desktop,0
556,2022-04-03,UK,mobile,0
557,2020-03-19,USA,desktop,0
558,2023-08-07,USA,mobile,0
559,2023-06-25,UK,desktop,0
560,2022-10-16,Canada,desktop,0
561,2024-04-28,Canada,desktop,0
562,2020-02-04,India,desktop,1
563,2023-10-06,USA,desktop,0
564,2022-07-07,UK,mobile,0
565,2022-10-15,India,desktop,0
566,2024-12-21,India,desktop,0
567,2023-05-16,USA,mobile,0
568,2024-12-22,India,mobile,0
569,2020-10-23,UK,desktop,0
570,2025-05-12,UK,mobile,1
571,2021-09-13,UK,mobile,0
572,2021-11-20,USA,desktop,0
573,2023-09-11,Canada,desktop,0
574,2024-10-05,India,desktop,0
575,2020-11-07,Canada,desktop,0
576,2025-11-29,India,desktop,0
577,2021-05-20,Canada,mobile,0
578,2024-09-10,UK,desktop,0
579,2022-12-11,Canada,mobile,0
580,2023-07-02,UK,desktop,0
581,2021-11-17,Canada,mobile,0
582,2022-02-03,India,desktop,0
583,2025-10-20,USA,desktop,0
584,2024-11-04,UK,desktop,0
585,2021-09-02,Canada,desktop,0
586,2025-06-15,USA,desktop,1
587,2022-06-30,USA,mobile,0
588,2022-06-21,UK,mobile,0
589,2022-07-18,India,desktop,0
590,2020-06-09,Canada,desktop,0
591,2025-05-04,USA,desktop,0
592,2023-10-24,UK,desktop,0
593,2024-07-30,India,mobile,0
594,2025-01-07,Canada,desktop,1
595,2023-09-20,USA,desktop,0
596,2022-07-25,Canada,desktop,0
597,2021-02-15,Canada,mobile,0
598,2024-11-02,Canada,mobile,0
599,2022-10-25,India,desktop,0
600,2025-05-24,UK,desktop,0
601,2020-04-08,Canada,desktop,0
602,2025-04-22,Canada,desktop,0
603,2024-03-19,UK,desktop,0
604,2021-03-08,USA,desktop,1
605,2021-06-25,Canada,desktop,1
606,2021-04-03,Canada,mobile,0
607,2020-10-11,Canada,desktop,1
608,2023-06-08,UK,mobile,0
609,2021-06-18,UK,mobile,0
610,2020-05-01,India,mobile,0
611,2024-02-26,Canada,desktop,0
612,2024-07-16,Canada,mobile,0
613,2022-05-07,Canada,desktop,0
614,2025-06-27,USA,desktop,0
615,2025-09-30,India,mobile,0
616,2024-04-15,USA,desktop,1
617,2025-02-13,India,mobile,0
618,2020-09-01,India,desktop,1
619,2023-06-19,USA,desktop,0
620,2021-04-10,UK,mobile,0
621,2024-08-31,Canada,mobile,0
622,2024-04-29,UK,mobile,0
623,2023-12-10,Canada,desktop,1
624,2021-05-11,Canada,mobile,0
625,2021-07-22,India,mobile,0
626,2020-12-09,UK,mobile,0
627,2021-02-10,UK,mobile,0
628,2022-09-24,USA,desktop,0
629,2024-06-25,India,desktop,0
630,2023-05-03,UK,mobile,0
631,2022-05-02,Canada,desktop,0
632,2023-09-25,USA,mobile,0
633,2020-12-01,USA,mobile,0
634,2020-09-05,Canada,desktop,1
635,2025-03-14,USA,mobile,0
636,2024-07-13,UK,desktop,1
637,2024-03-26,Canada,desktop,1
638,2021-11-13,USA,desktop,0
639,2021-08-19,Canada,desktop,1
640,2020-10-04,Canada,desktop,0
641,2021-04-07,India,mobile,0
642,2020-12-04,Canada,mobile,0
643,2022-03-16,USA,desktop,0
644,2023-03-22,India,mobile,0
645,2024-10-01,Canada,mobile,1
646,2024-07-21,UK,mobile,0
647,2021-03-07,USA,mobile,1
648,2024-06-22,UK,desktop,0
649,2020-01-11,India,desktop,0
650,2022-09-22,UK,desktop,0
651,2021-11-01,USA,desktop,0
652,2023-09-14,USA,desktop,1
653,2025-04-20,India,mobile,0
654,2024-07-09,USA,desktop,0
655,2025-06-09,India,mobile,1
656,2021-11-28,UK,desktop,0
657,2022-03-15,UK,mobile,0
658,2025-08-13,India,mobile,0
659,2025-07-05,UK,mobile,0
660,2023-07-06,USA,mobile,0
661,2023-05-23,USA,mobile,0
662,2022-02-02,India,desktop,0
663,2022-10-06,Canada,desktop,0
664,2022-08-30,India,mobile,0
665,2024-02-05,India,mobile,0
666,2020-05-23,India,mobile,0
667,2023-12-08,India,desktop,0
668,2021-02-26,USA,desktop,0
669,2023-05-05,UK,mobile,1
670,2024-10-15,India,desktop,1
671,2023-02-17,Canada,mobile,0
672,2025-06-14,Canada,mobile,0
673,2020-09-12,Canada,mobile,0
674,2020-01-28,Canada,desktop,0
675,2023-04-19,USA,mobile,0
676,2020-01-22,India,mobile,0
677,2024-02-16,UK,mobile,1
678,2021-11-18,UK,mobile,0
679,2020-07-03,India,mobile,0
680,2021-04-22,Canada,mobile,1
681,2025-03-15,Canada,mobile,0
682,2021-11-15,Canada,mobile,0
683,2022-01-12,UK,mobile,0
684,2024-11-01,India,desktop,0
685,2020-06-23,UK,desktop,0
686,2025-09-27,USA,mobile,0
687,2020-12-01,USA,desktop,0
688,2024-05-08,USA,mobile,1
689,2020-05-02,Canada,desktop,0
690,2020-08-23,Canada,desktop,1
691,2020-09-12,UK,desktop,0
692,2024-09-05,UK,mobile,0
693,2021-12-27,India,mobile,0
694,2025-11-10,USA,mobile,0
695,2020-11-24,USA,desktop,0
696,2023-03-08,UK,mobile,0
697,2024-10-18,UK,mobile,0
698,2024-07-05,India,mobile,0
699,2023-06-06,Canada,mobile,0
700,2020-11-02,Canada,desktop,0
701,2023-01-12,USA,desktop,1
702,2021-02-07,Canada,mobile,0
703,2023-01-14,USA,desktop,1
704,2020-06-19,USA,desktop,0
705,2020-09-01,USA,mobile,0
706,2023-10-27,UK,desktop,0
707,2020-07-17,USA,mobile,0
708,2021-07-13,India,desktop,0
709,2024-11-05,UK,desktop,0
710,2021-11-23,India,mobile,1
711,2021-02-22,USA,mobile,0
712,2024-10-08,UK,mobile,0
713,2020-09-21,UK,mobile,0
714,2025-01-31,USA,mobile,0
715,2021-05-09,UK,mobile,1
716,2020-02-20,UK,mobile,1
717,2024-03-14,UK,desktop,0
718,2020-10-22,India,desktop,0
719,2020-04-29,Canada,mobile,1
720,2020-08-29,UK,mobile,0
721,2025-04-09,Canada,desktop,0
722,2023-06-01,USA,mobile,0
723,2023-08-27,UK,mobile,0
724,2020-06-14,UK,mobile,0
725,2025-03-17,USA,desktop,0
726,2025-09-03,Canada,mobile,0
727,2020-09-27,Canada,mobile,0
728,2020-02-21,Canada,mobile,0
729,2024-11-28,UK,mobile,0
730,2024-02-24,USA,mobile,0
731,2023-10-21,India,desktop,0
732,2023-08-08,Canada,desktop,1
733,2023-01-15,USA,mobile,0
734,2021-01-16,Canada,mobile,0
735,2025-11-08,India,mobile,0
736,2020-08-17,Canada,desktop,0
737,2023-04-14,USA,desktop,0
738,2022-07-29,Canada,desktop,0
739,2021-05-10,Canada,mobile,0
740,2024-08-25,Canada,mobile,0
741,2020-10-03,Canada,mobile,0
742,2020-04-13,USA,desktop,1
743,2023-02-01,India,desktop,1
744,2021-05-20,Canada,mobile,0
745,2021-03-21,UK,mobile,0
746,2020-05-11,USA,desktop,0
747,2021-06-28,USA,desktop,0
748,2025-12-18,USA,desktop,0
749,2024-10-18,UK,mobile,0
750,2021-12-26,USA,mobile,0
751,2020-12-02,Canada,desktop,0
752,2025-05-23,USA,desktop,1
753,2022-06-15,India,mobile,1
754,2020-02-10,USA,desktop,0
755,2022-12-27,USA,mobile,0
756,2023-04-20,UK,mobile,0
757,2025-01-09,USA,mobile,0
758,2024-09-05,UK,mobile,0
759,2021-06-02,USA,desktop,0
760,2024-06-15,India,mobile,0
761,2025-09-14,USA,mobile,0
762,2020-11-16,India,desktop,1
763,2025-12-08,Canada,desktop,1
764,2025-03-13,USA,mobile,0
765,2024-02-23,UK,desktop,0
766,2025-03-10,Canada,mobile,0
767,2024-12-14,USA,desktop,0
768,2024-09-25,USA,mobile,0
769,2025-07-08,USA,mobile,1
770,2020-04-27,USA,mobile,0
771,2021-02-20,Canada,mobile,0
772,2022-04-07,India,mobile,0
