session_id,user_id,session_start,traffic_source,device_type
55,5516,2024-07-20T00:00:00Z,newsletter,mobile
56,7434,2025-02-07T17:00:00Z,social,desktop
57,545,2024-10-05T18:00:00Z,social,desktop
58,1926,2025-10-01T21:00:00Z,search,desktop
59,8702,2024-03-04T15:00:00Z,direct,mobile
60,8355,2024-05-29T09:00:00Z,newsletter,desktop
61,9800,2025-09-02T22:00:00Z,newsletter,mobile
62,1815,2025-12-24T09:00:00Z,social,desktop
63,2407,2025-09-12T21:00:00Z,search,desktop
64,692,2024-12-16T08:00:00Z,newsletter,desktop
65,2312,2025-08-29T02:00:00Z,social,desktop
66,6789,2025-03-09T05:00:00Z,newsletter,mobile
67,6675,2024-09-14T23:00:00Z,social,mobile
68,6236,2024-11-14T09:00:00Z,search,desktop
69,7443,2025-01-06T19:00:00Z,newsletter,desktop
70,5651,2025-03-09T14:00:00Z,direct,desktop
71,6481,2025-02-09T12:00:00Z,search,mobile
72,8873,2025-05-11T03:00:00Z,search,desktop
73,9799,2024-09-20T02:00:00Z,direct,mobile
74,7282,2024-04-08T06:00:00Z,direct,mobile
75,5347,2024-12-14T04:00:00Z,search,mobile
76,2866,2024-09-22T12:00:00Z,search,mobile
77,8533,2025-07-13T06:00:00Z,search,desktop
78,3290,2024-02-16T19:00:00Z,newsletter,mobile
79,1109,2024-02-02T18:00:00Z,social,mobile
80,3042,2025-12-17T02:00:00Z,direct,desktop
81,427,2025-01-30T04:00:00Z,social,mobile
82,2839,2024-02-03T12:00:00Z,newsletter,desktop
83,9581,2025-03-25T17:00:00Z,search,desktop
84,9557,2024-07-10T05:00:00Z,newsletter,desktop
85,2476,2024-10-06T00:00:00Z,social,mobile
86,9791,2024-02-05T14:00:00Z,direct,mobile
87,3557,2024-05-30T22:00:00Z,social,mobile
88,6841,2024-05-25T14:00:00Z,search,desktop
89,7393,2024-04-26T05:00:00Z,search,mobile
90,9585,2024-03-07T13:00:00Z,search,desktop
91,1082,2024-11-05T04:00:00Z,search,mobile
92,3460,2025-01-02T21:00:00Z,newsletter,mobile
93,9947,2025-03-09T00:00:00Z,social,desktop
94,8383,2025-11-04T04:00:00Z,search,mobile
95,2131,2025-11-22T10:00:00Z,newsletter,desktop
96,7200,2025-10-21T09:00:00Z,direct,desktop
97,9389,2025-05-11T07:00:00Z,search,mobile
98,3052,2024-11-30T09:00:00Z,search,desktop
99,7124,2024-02-29T14:00:00Z,newsletter,mobile
100,4673,2025-11-10T15:00:00Z,search,desktop
101,721,2024-04-20T01:00:00Z,newsletter,mobile
102,6702,2025-12-23T10:00:00Z,social,mobile
103,9132,2024-04-03T11:00:00Z,social,desktop
104,4422,2025-08-15T13:00:00Z,search,desktop
105,3428,2024-09-14T04:00:00Z,social,desktop
106,4482,2025-12-24T06:00:00Z,newsletter,desktop
107,974,2025-10-22T09:00:00Z,social,desktop
108,1802,2025-11-28T22:00:00Z,search,mobile
109,7382,2024-02-13T09:00:00Z,direct,mobile
110,6654,2025-12-04T22:00:00Z,direct,mobile
111,3363,2024-01-09T07:00:00Z,social,desktop
112,5672,2024-11-17T07:00:00Z,social,mobile
113,6505,2024-04-09T17:00:00Z,newsletter,mobile
114,8536,2024-03-29T14:00:00Z,newsletter,mobile
115,8076,2025-01-01T06:00:00Z,newsletter,desktop
116,6936,2024-07-07T00:00:00Z,search,mobile
117,7512,2024-09-05T20:00:00Z,newsletter,mobile
118,7514,2025-04-07T08:00:00Z,search,desktop
119,3571,2024-08-26T07:00:00Z,search,desktop
120,8814,2025-07-02T18:00:00Z,search,mobile
121,2127,2025-10-26T02:00:00Z,newsletter,mobile
122,1052,2024-10-04T23:00:00Z,newsletter,desktop
123,8299,2025-01-29T22:00:00Z,search,mobile
124,5790,2024-09-01T16:00:00Z,search,desktop
125,6875,2025-02-07T18:00:00Z,social,mobile
126,6339,2025-09-07T07:00:00Z,search,mobile
127,4780,2025-02-09T14:00:00Z,direct,desktop
128,3224,2025-04-16T15:00:00Z,direct,mobile
129,7858,2024-10-13T21:00:00Z,direct,desktop
130,4478,2025-02-16T17:00:00Z,newsletter,desktop
131,3826,2024-12-03T06:00:00Z,social,mobile
132,785,2025-03-08T03:00:00Z,direct,mobile
133,6330,2024-11-14T05:00:00Z,newsletter,desktop
134,9850,2024-04-03T01:00:00Z,social,desktop
135,3269,2024-03-05T15:00:00Z,search,desktop
136,7030,2025-11-11T11:00:00Z,social,mobile
137,1155,2024-08-14T13:00:00Z,direct,desktop
138,6950,2025-05-13T10:00:00Z,social,mobile
139,7857,2024-11-07T20:00:00Z,direct,desktop
140,166,2025-02-08T01:00:00Z,search,desktop
141,4390,2025-05-20T18:00:00Z,social,mobile
142,6776,2024-10-23T13:00:00Z,search,mobile
143,8077,2024-05-03T12:00:00Z,direct,mobile
144,576,2025-06-27T12:00:00Z,social,mobile
145,5109,2024-11-30T09:00:00Z,search,desktop
146,7841,2024-11-05T16:00:00Z,search,mobile
147,8802,2025-09-30T15:00:00Z,direct,desktop
148,4622,2025-07-17T02:00:00Z,search,desktop
149,138,2025-12-16T03:00:00Z,search,mobile
150,284,2025-11-08T22:00:00Z,search,mobile
151,6091,2024-06-26T11:00:00Z,search,mobile
152,1831,2024-03-01T09:00:00Z,newsletter,mobile
153,9784,2025-07-06T03:00:00Z,search,desktop
154,8602,2025-01-12T23:00:00Z,newsletter,mobile
155,3784,2025-06-06T04:00:00Z,search,desktop
156,9933,2024-07-27T01:00:00Z,direct,desktop
157,849,2025-07-03T18:00:00Z,newsletter,mobile
158,8627,2024-01-07T14:00:00Z,search,desktop
159,7726,2025-06-05T15:00:00Z,direct,desktop
160,4433,2024-10-13T15:00:00Z,direct,desktop
161,2573,2024-12-18T09:00:00Z,social,mobile
162,9323,2024-07-09T00:00:00Z,search,desktop
163,8348,2025-04-04T21:00:00Z,search,desktop
164,7848,2025-08-10T11:00:00Z,search,mobile
165,1779,2025-07-13T17:00:00Z,search,mobile
166,4414,2025-06-27T15:00:00Z,direct,desktop
167,4814,2024-09-14T07:00:00Z,newsletter,mobile
168,6689,2025-08-01T20:00:00Z,direct,desktop
169,2772,2024-06-18T15:00:00Z,direct,desktop
170,9623,2024-05-13T08:00:00Z,newsletter,desktop
171,3411,2024-09-22T21:00:00Z,social,mobile
172,942,2025-02-27T23:00:00Z,newsletter,mobile
173,9583,2025-10-08T03:00:00Z,newsletter,mobile
174,2028,2024-05-15T03:00:00Z,social,mobile
175,4359,2024-08-17T15:00:00Z,search,mobile
176,5707,2024-05-29T12:00:00Z,search,mobile
177,4572,2024-08-09T06:00:00Z,newsletter,mobile
178,550,2025-11-21T00:00:00Z,social,mobile
179,3588,2024-08-05T20:00:00Z,social,desktop
180,3240,2025-08-08T03:00:00Z,direct,mobile
181,7483,2025-07-16T05:00:00Z,newsletter,desktop
182,7460,2025-01-13T06:00:00Z,search,mobile
183,7466,2024-11-24T10:00:00Z,social,mobile
184,2488,2024-09-02T02:00:00Z,newsletter,mobile
185,9640,2024-08-07T13:00:00Z,newsletter,mobile
186,7255,2025-03-16T03:00:00Z,social,mobile
187,8868,2024-05-29T09:00:00Z,direct,mobile
188,6992,2024-11-05T07:00:00Z,newsletter,mobile
189,4870,2024-12-08T19:00:00Z,direct,mobile
190,8943,2024-05-10T07:00:00Z,social,mobile
191,378,2025-12-21T19:00:00Z,direct,mobile
192,2715,2025-09-16T12:00:00Z,newsletter,mobile
193,4246,2024-12-27T05:00:00Z,search,mobile
194,396,2024-09-28T12:00:00Z,newsletter,mobile
195,7803,2025-11-14T16:00:00Z,social,desktop
196,9122,2024-03-04T02:00:00Z,social,desktop
197,8007,2024-08-26T22:00:00Z,search,desktop
198,3639,2025-11-07T01:00:00Z,direct,mobile
199,8306,2024-08-22T22:00:00Z,social,desktop
200,311,2024-03-18T09:00:00Z,direct,desktop
201,6309,2025-02-16T23:00:00Z,search,mobile
202,2677,2024-06-10T06:00:00Z,newsletter,desktop
203,8824,2025-10-09T21:00:00Z,newsletter,desktop
204,2390,2025-09-06T07:00:00Z,direct,mobile
205,4756,2025-05-04T02:00:00Z,search,mobile
206,7397,2024-11-17T13:00:00Z,direct,desktop
207,5979,2025-09-26T13:00:00Z,social,mobile
208,6593,2025-11-27T15:00:00Z,direct,mobile
209,7335,2025-05-22T02:00:00Z,newsletter,mobile
210,3345,2025-03-01T22:00:00Z,social,desktop
211,4907,2025-05-28T09:00:00Z,direct,desktop
212,7433,2025-12-19T09:00:00Z,social,desktop
213,6741,2024-04-08T16:00:00Z,direct,mobile
214,9262,2025-02-11T03:00:00Z,social,desktop
215,8777,2025-04-07T08:00:00Z,direct,mobile
216,2619,2024-08-24T11:00:00Z,social,mobile
217,8261,2025-05-05T06:00:00Z,search,mobile
218,628,2025-07-05T23:00:00Z,newsletter,mobile
219,4461,2025-05-20T15:00:00Z,search,mobile
220,7214,2024-07-28T18:00:00Z,direct,desktop
221,9041,2025-07-03T19:00:00Z,search,desktop
222,2718,2024-05-30T21:00:00Z,direct,mobile
223,3909,2024-07-23T19:00:00Z,social,mobile
224,1006,2024-03-02T06:00:00Z,direct,mobile
225,4683,2024-11-26T15:00:00Z,direct,desktop
226,8071,2024-02-28T15:00:00Z,direct,mobile
227,2373,2025-11-25T10:00:00Z,social,desktop
228,5030,2024-03-30T17:00:00Z,newsletter,desktop
229,6136,2025-08-13T02:00:00Z,search,mobile
230,1758,2024-11-03T19:00:00Z,newsletter,desktop
231,788,2024-02-22T05:00:00Z,direct,mobile
232,9319,2025-01-23T14:00:00Z,social,mobile
233,2360,2024-09-24T17:00:00Z,social,mobile
234,2809,2024-08-01T00:00:00Z,newsletter,mobile
235,1784,2024-06-21T12:00:00Z,direct,mobile
236,7918,2024-03-10T07:00:00Z,direct,mobile
237,4996,2024-07-20T09:00:00Z,social,desktop
238,4747,2025-04-03T11:00:00Z,search,desktop
239,6862,2025-03-29T09:00:00Z,newsletter,mobile
240,6475,2025-04-08T23:00:00Z,search,desktop
241,945,2024-03-24T22:00:00Z,direct,mobile
242,5017,2024-07-11T06:00:00Z,newsletter,desktop
243,6523,2024-01-23T18:00:00Z,direct,mobile
244,2143,2025-06-17T20:00:00Z,search,mobile
245,9016,2024-06-05T09:00:00Z,social,mobile
246,2947,2025-09-01T11:00:00Z,newsletter,mobile
247,2678,2025-09-09T18:00:00Z,social,mobile
248,1448,2024-12-30T11:00:00Z,newsletter,mobile
249,5042,2025-05-29T22:00:00Z,newsletter,desktop
250,6005,2024-04-25T22:00:00Z,newsletter,mobile
251,6871,2025-04-03T20:00:00Z,search,mobile
252,7932,2024-08-04T06:00:00Z,newsletter,mobile
253,2449,2025-11-04T13:00:00Z,newsletter,mobile
254,6237,2024-05-06T22:00:00Z,social,mobile
255,5375,2025-12-16T05:00:00Z,search,mobile
256,4414,2024-05-17T14:00:00Z,direct,mobile
257,9453,2025-08-25T20:00:00Z,direct,desktop
258,9525,2024-11-25T00:00:00Z,search,desktop
259,2599,2025-10-03T08:00:00Z,direct,desktop
260,9357,2024-11-20T18:00:00Z,direct,mobile
261,4197,2024-12-20T06:00:00Z,direct,mobile
262,8310,2025-07-19T14:00:00Z,social,desktop
263,5202,2025-05-23T12:00:00Z,newsletter,desktop
264,3203,2025-10-05T17:00:00Z,newsletter,mobile
265,8391,2025-12-24T17:00:00Z,newsletter,mobile
266,7062,2024-10-21T20:00:00Z,search,mobile
267,9968,2024-06-17T02:00:00Z,search,mobile
268,535,2024-01-05T04:00:00Z,social,desktop
269,2925,2024-09-07T23:00:00Z,search,desktop
270,3499,2024-10-27T22:00:00Z,social,desktop
271,7741,2024-10-27T23:00:00Z,direct,mobile
272,9260,2024-02-01T17:00:00Z,direct,mobile
273,585,2024-02-29T20:00:00Z,direct,desktop
274,7027,2025-07-02T01:00:00Z,direct,mobile
275,4954,2024-05-19T18:00:00Z,direct,mobile
276,9349,2025-06-24T05:00:00Z,search,mobile
277,8285,2025-11-30T00:00:00Z,direct,mobile
278,2814,2025-05-10T20:00:00Z,direct,desktop
279,1757,2025-11-07T19:00:00Z,search,mobile
280,1659,2024-02-10T00:00:00Z,social,mobile
281,3603,2024-08-10T00:00:00Z,direct,desktop
282,4177,2025-02-16T17:00:00Z,search,desktop
283,3690,2025-10-06T08:00:00Z,newsletter,mobile
284,534,2024-12-06T23:00:00Z,search,mobile
285,9732,2025-09-15T15:00:00Z,direct,mobile
286,9353,2024-06-12T14:00:00Z,search,desktop
287,729,2024-04-24T07:00:00Z,direct,mobile
288,7429,2025-09-17T17:00:00Z,newsletter,mobile
289,8733,2024-12-08T05:00:00Z,search,desktop
290,3184,2025-12-19T03:00:00Z,newsletter,mobile
291,1512,2024-10-06T12:00:00Z,social,mobile
292,8853,2025-08-16T05:00:00Z,direct,desktop
293,4012,2025-01-20T04:00:00Z,social,mobile
294,8496,2024-10-15T10:00:00Z,search,mobile
295,6433,2024-10-01T19:00:00Z,search,desktop
296,8050,2024-06-21T15:00:00Z,search,mobile
297,1608,2025-04-03T08:00:00Z,direct,mobile
298,6628,2024-12-14T14:00:00Z,newsletter,mobile
299,2424,2024-06-11T00:00:00Z,search,mobile
300,2395,2025-11-13T21:00:00Z,search,desktop
301,1380,2025-05-13T16:00:00Z,newsletter,mobile
302,2313,2025-01-30T12:00:00Z,newsletter,mobile
303,1347,2025-07-24T22:00:00Z,direct,desktop
304,8865,2025-08-18T04:00:00Z,direct,desktop
305,8931,2025-11-18T05:00:00Z,newsletter,mobile
306,2301,2025-06-11T04:00:00Z,search,desktop
307,3443,2025-04-19T21:00:00Z,social,desktop
308,8586,2024-01-23T06:00:00Z,search,desktop
309,373,2025-04-25T15:00:00Z,newsletter,mobile
310,8219,2025-04-01T22:00:00Z,newsletter,mobile
311,3299,2025-10-07T20:00:00Z,newsletter,mobile
312,3586,2024-05-23T01:00:00Z,social,mobile
313,3209,2025-03-25T12:00:00Z,search,desktop
314,1328,2025-11-27T13:00:00Z,newsletter,mobile
315,8783,2024-02-27T22:00:00Z,search,mobile
316,1333,2025-07-17T03:00:00Z,search,mobile
317,4190,2024-09-05T10:00:00Z,search,mobile
318,4810,2024-07-18T18:00:00Z,search,mobile
319,4129,2025-10-15T03:00:00Z,search,desktop
320,1930,2024-03-12T16:00:00Z,search,mobile
321,1979,2024-09-24T15:00:00Z,newsletter,mobile
322,774,2024-08-04T20:00:00Z,search,mobile
323,7294,2024-11-21T15:00:00Z,social,desktop
324,4869,2025-06-21T20:00:00Z,social,desktop
325,1621,2024-04-05T19:00:00Z,direct,desktop
326,747,2025-12-28T08:00:00Z,social,mobile
327,6344,2025-11-12T13:00:00Z,direct,mobile
328,5944,2024-09-11T08:00:00Z,direct,mobile
329,9506,2024-06-23T00:00:00Z,social,desktop
330,9081,2024-11-13T16:00:00Z,newsletter,mobile
331,1954,2024-05-01T13:00:00Z,direct,desktop
332,7383,2025-08-11T01:00:00Z,social,mobile
333,1062,2025-02-22T19:00:00Z,newsletter,desktop
334,322,2025-08-26T17:00:00Z,direct,mobile
335,5157,2024-12-22T05:00:00Z,direct,mobile
336,1501,2024-08-27T06:00:00Z,newsletter,desktop
337,9179,2024-09-11T21:00:00Z,search,mobile
338,5463,2024-12-30T22:00:00Z,social,mobile
339,6210,2025-08-31T18:00:00Z,social,mobile
340,8802,2025-09-06T11:00:00Z,social,mobile
341,7255,2025-12-17T16:00:00Z,direct,mobile
342,9855,2025-12-08T19:00:00Z,social,mobile
343,1224,2025-02-11T14:00:00Z,search,mobile
344,2423,2024-05-18T12:00:00Z,direct,mobile
345,70,2025-08-06T06:00:00Z,newsletter,desktop
346,5439,2025-04-22T12:00:00Z,social,mobile
347,2486,2025-01-23T20:00:00Z,direct,mobile
348,478,2024-02-19T13:00:00Z,newsletter,mobile
349,4546,2025-09-02T16:00:00Z,search,desktop
350,9947,2024-04-11T07:00:00Z,newsletter,desktop
351,2550,2025-03-10T09:00:00Z,search,desktop
352,8351,2024-03-07T06:00:00Z,newsletter,mobile
353,8670,2025-07-27T20:00:00Z,direct,desktop
354,3957,2025-04-05T00:00:00Z,newsletter,desktop
355,8749,2024-04-08T12:00:00Z,social,desktop
356,2730,2025-02-24T21:00:00Z,direct,mobile
357,1559,2025-05-27T01:00:00Z,search,mobile
358,634,2024-05-04T09:00:00Z,social,desktop
359,662,2024-12-19T23:00:00Z,newsletter,mobile
360,7506,2025-05-06T05:00:00Z,newsletter,desktop
361,9212,2024-07-27T18:00:00Z,social,mobile
362,3850,2024-01-20T01:00:00Z,direct,desktop
363,2040,2024-01-21T01:00:00Z,newsletter,mobile
364,2066,2024-02-02T22:00:00Z,newsletter,mobile
365,5727,2025-10-31T17:00:00Z,search,desktop
366,7571,2024-11-06T01:00:00Z,search,desktop
367,1098,2025-02-23T03:00:00Z,direct,mobile
368,8825,2025-01-25T08:00:00Z,search,mobile
369,9783,2025-04-23T13:00:00Z,direct,desktop
370,268,2024-12-08T10:00:00Z,direct,desktop
371,8700,2024-03-11T10:00:00Z,social,desktop
372,6585,2025-02-17T08:00:00Z,direct,desktop
373,3194,2024-07-21T05:00:00Z,search,mobile
374,2152,2024-05-26T04:00:00Z,social,desktop
375,5965,2025-10-25T03:00:00Z,social,mobile
376,3846,2025-10-06T05:00:00Z,direct,mobile
377,1260,2025-05-12T02:00:00Z,social,desktop
378,7683,2024-11-27T05:00:00Z,search,desktop
379,9210,2025-05-30T20:00:00Z,newsletter,mobile
380,2771,2024-10-08T02:00:00Z,social,desktop
381,2514,2025-02-28T03:00:00Z,direct,mobile
382,4240,2024-01-10T04:00:00Z,newsletter,desktop
383,8259,2025-04-26T20:00:00Z,social,mobile
384,7224,2024-06-02T17:00:00Z,newsletter,desktop
385,4625,2024-07-30T08:00:00Z,direct,mobile
386,8553,2025-09-13T19:00:00Z,direct,desktop
387,7635,2024-08-23T23:00:00Z,newsletter,mobile
388,3753,2025-12-02T08:00:00Z,direct,desktop
389,2481,2025-08-26T00:00:00Z,newsletter,desktop
390,5575,2025-10-10T20:00:00Z,newsletter,mobile
391,2902,2025-07-19T00:00:00Z,direct,desktop
392,2469,2025-09-16T14:00:00Z,newsletter,desktop
393,8441,2025-03-03T19:00:00Z,search,desktop
394,1349,2024-03-02T04:00:00Z,direct,desktop
395,1761,2024-04-27T22:00:00Z,direct,mobile
396,5269,2025-09-16T09:00:00Z,newsletter,mobile
397,9410,2025-12-23T08:00:00Z,newsletter,mobile
398,8682,2025-11-03T14:00:00Z,direct,mobile
399,8553,2024-09-16T19:00:00Z,direct,desktop
400,8264,2024-09-30T01:00:00Z,search,mobile
401,2013,2024-10-02T16:00:00Z,social,mobile
402,5087,2025-09-10T09:00:00Z,search,desktop
403,3885,2024-02-02T04:00:00Z,direct,desktop
404,9675,2024-09-16T04:00:00Z,newsletter,desktop
405,6709,2025-09-10T19:00:00Z,newsletter,mobile
406,6145,2024-09-24T06:00:00Z,newsletter,mobile
407,8975,2025-08-09T07:00:00Z,direct,desktop
408,2390,2025-05-23T05:00:00Z,social,mobile
409,3405,2024-06-08T00:00:00Z,social,mobile
410,4857,2025-08-27T19:00:00Z,social,mobile
411,3189,2024-04-19T11:00:00Z,newsletter,desktop
412,3251,2025-12-17T12:00:00Z,search,mobile
413,6705,2025-12-02T03:00:00Z,search,desktop
414,49,2025-01-29T10:00:00Z,direct,desktop
415,610,2025-09-12T05:00:00Z,social,mobile
416,2993,2024-06-09T18:00:00Z,search,mobile
417,9976,2025-05-07T12:00:00Z,newsletter,desktop
418,8687,2024-08-10T09:00:00Z,direct,desktop
419,7648,2024-09-29T20:00:00Z,newsletter,mobile
420,7465,2024-11-13T22:00:00Z,direct,mobile
421,4520,2025-09-30T18:00:00Z,search,desktop
422,8564,2025-01-12T10:00:00Z,direct,mobile
423,5233,2025-05-20T10:00:00Z,social,mobile
424,9369,2024-10-17T19:00:00Z,direct,mobile
425,367,2025-05-28T13:00:00Z,social,mobile
426,5302,2024-12-03T00:00:00Z,direct,desktop
427,5030,2024-01-28T06:00:00Z,search,desktop
428,6458,2024-02-12T14:00:00Z,search,desktop
429,7256,2024-01-26T11:00:00Z,search,mobile
430,8380,2025-03-08T02:00:00Z,search,mobile
431,8365,2024-01-15T00:00:00Z,newsletter,mobile
432,7203,2024-10-07T02:00:00Z,search,desktop
433,2613,2025-10-05T23:00:00Z,direct,mobile
434,2530,2024-06-22T15:00:00Z,social,mobile
435,7126,2024-07-13T16:00:00Z,newsletter,desktop
436,6673,2025-05-03T11:00:00Z,search,desktop
437,8572,2025-09-03T04:00:00Z,newsletter,desktop
438,5698,2025-01-18T08:00:00Z,social,desktop
439,4840,2025-09-22T21:00:00Z,direct,desktop
440,3522,2024-02-27T12:00:00Z,social,desktop
441,2828,2025-05-17T03:00:00Z,direct,desktop
442,8026,2025-02-11T06:00:00Z,direct,desktop
443,4399,2025-12-12T23:00:00Z,search,mobile
444,7904,2024-04-11T09:00:00Z,direct,mobile
445,9203,2024-05-25T16:00:00Z,newsletter,desktop
446,6767,2025-08-04T00:00:00Z,newsletter,mobile
447,5430,2025-04-19T22:00:00Z,search,mobile
448,1270,2025-11-25T06:00:00Z,social,mobile
449,4198,2025-05-09T04:00:00Z,search,mobile
450,1460,2025-06-17T23:00:00Z,direct,mobile
451,6596,2025-04-13T23:00:00Z,search,desktop
452,8052,2025-01-30T17:00:00Z,newsletter,mobile
453,6296,2024-12-10T14:00:00Z,search,desktop
454,9326,2025-03-02T03:00:00Z,search,desktop
455,4224,2025-09-10T14:00:00Z,direct,desktop
456,589,2024-09-22T19:00:00Z,newsletter,mobile
457,1377,2025-10-13T11:00:00Z,newsletter,mobile
458,6165,2025-12-11T00:00:00Z,newsletter,desktop
459,4837,2024-08-20T17:00:00Z,social,desktop
460,4521,2025-08-19T05:00:00Z,social,mobile
461,7849,2024-11-13T05:00:00Z,social,mobile
462,6455,2025-04-15T15:00:00Z,search,desktop
463,2707,2025-12-31T03:00:00Z,newsletter,mobile
464,1411,2024-08-14T17:00:00Z,social,mobile
465,367,2024-11-14T00:00:00Z,direct,desktop
466,7880,2024-07-03T09:00:00Z,search,desktop
467,8401,2024-02-07T11:00:00Z,direct,mobile
468,475,2025-01-26T15:00:00Z,direct,mobile
469,1497,2024-07-21T04:00:00Z,search,mobile
470,91,2024-07-18T10:00:00Z,direct,desktop
471,2167,2025-03-09T18:00:00Z,search,desktop
472,3829,2025-04-29T14:00:00Z,direct,desktop
473,7367,2025-11-13T07:00:00Z,direct,desktop
474,1342,2024-06-24T17:00:00Z,social,desktop
475,9812,2025-01-08T17:00:00Z,newsletter,mobile
476,5885,2024-03-23T08:00:00Z,direct,mobile
477,6336,2024-11-23T20:00:00Z,direct,mobile
478,5793,2024-06-19T11:00:00Z,direct,mobile
479,5071,2025-06-11T04:00:00Z,search,desktop
480,2911,2024-06-12T00:00:00Z,social,desktop
481,1790,2024-07-12T22:00:00Z,search,desktop
482,7455,2025-05-11T08:00:00Z,social,desktop
483,8384,2025-12-13T05:00:00Z,newsletter,mobile
484,2339,2024-10-30T12:00:00Z,search,desktop
485,7450,2025-12-04T02:00:00Z,social,mobile
486,8307,2024-10-11T01:00:00Z,social,mobile
487,168,2024-02-27T20:00:00Z,search,mobile
488,1906,2025-01-05T02:00:00Z,direct,mobile
489,7370,2025-11-14T10:00:00Z,social,desktop
490,5733,2024-07-16T09:00:00Z,newsletter,desktop
491,9773,2024-06-21T16:00:00Z,social,mobile
492,5959,2025-08-27T23:00:00Z,social,mobile
493,7263,2025-10-23T21:00:00Z,search,mobile
494,7006,2025-11-12T11:00:00Z,newsletter,mobile
495,8419,2024-06-03T11:00:00Z,newsletter,mobile
496,5300,2025-06-12T11:00:00Z,social,mobile
497,7503,2025-05-09T19:00:00Z,search,desktop
498,7423,2024-06-14T23:00:00Z,newsletter,desktop
499,6673,2025-11-26T15:00:00Z,search,mobile
500,2412,2025-01-11T21:00:00Z,newsletter,mobile
501,3849,2025-09-06T13:00:00Z,social,desktop
502,4744,2025-03-19T14:00:00Z,direct,desktop
503,9282,2025-05-30T10:00:00Z,social,desktop
504,6296,2024-03-17T09:00:00Z,search,mobile
505,1495,2024-01-06T22:00:00Z,social,desktop
506,5982,2024-12-14T00:00:00Z,search,desktop
507,1430,2024-04-12T13:00:00Z,direct,desktop
508,122,2025-08-10T03:00:00Z,direct,desktop
509,1819,2025-04-04T06:00:00Z,newsletter,mobile
510,2368,2024-11-19T19:00:00Z,newsletter,mobile
511,1895,2025-11-06T18:00:00Z,newsletter,mobile
512,6834,2025-01-24T15:00:00Z,social,mobile
513,5550,2024-10-15T18:00:00Z,newsletter,mobile
514,2374,2024-10-13T10:00:00Z,search,desktop
515,9322,2025-07-26T22:00:00Z,search,desktop
516,2860,2025-10-10T02:00:00Z,newsletter,desktop
517,2208,2024-06-30T05:00:00Z,direct,desktop
518,9891,2025-10-28T14:00:00Z,search,desktop
